Date,Open,Close,High,Low
2023-07-09 16:00:00,1.8704,1.7748,1.8706,1.69
2023-07-09 20:00:00,1.7748,1.8144,1.8243,1.7747
2023-07-10 00:00:00,1.8152,1.802,1.8152,1.7953
2023-07-10 04:00:00,1.802,1.789,1.802,1.789
2023-07-10 08:00:00,1.7942,1.7964,1.7964,1.787
2023-07-10 12:00:00,1.7927,1.795,1.8033,1.7875
2023-07-10 16:00:00,1.7958,1.8125,1.8125,1.7896
2023-07-10 20:00:00,1.8126,1.8205,1.8255,1.8095
2023-07-11 00:00:00,1.825,1.819,1.8287,1.8179
2023-07-11 04:00:00,1.8271,1.8154,1.8271,1.8106
2023-07-11 08:00:00,1.8197,1.8084,1.823,1.8068
2023-07-11 12:00:00,1.8101,1.81,1.8108,1.8075
2023-07-11 16:00:00,1.8099,1.8035,1.8103,1.8011
2023-07-11 20:00:00,1.8007,1.7991,1.8021,1.7844
2023-07-12 00:00:00,1.7962,1.7959,1.8001,1.793
2023-07-12 04:00:00,1.7958,1.8123,1.826,1.793
2023-07-12 08:00:00,1.8124,1.82,1.8262,1.8004
2023-07-12 12:00:00,1.8143,1.808,1.8224,1.8074
2023-07-12 16:00:00,1.808,1.7876,1.808,1.7875
2023-07-12 20:00:00,1.7875,1.7734,1.7875,1.7649
2023-07-13 00:00:00,1.7747,1.7892,1.7909,1.7734
2023-07-13 04:00:00,1.7891,1.7801,1.7891,1.7679
2023-07-13 08:00:00,1.7848,1.7848,1.7909,1.77
2023-07-13 12:00:00,1.778,1.7953,1.7993,1.7717
2023-07-13 16:00:00,1.7945,1.816,1.8343,1.7
2023-07-13 20:00:00,1.816,1.834,1.8405,1.8111
2023-07-14 00:00:00,1.8341,1.8672,1.8677,1.8294
2023-07-14 04:00:00,1.8674,1.8762,1.8766,1.8673
2023-07-14 08:00:00,1.8762,1.87,1.8859,1.8631
2023-07-14 12:00:00,1.87,1.8081,1.8819,1.808
2023-07-14 16:00:00,1.8081,1.7289,1.8136,1.7289
2023-07-14 20:00:00,1.734,1.7436,1.7502,1.72
2023-07-15 00:00:00,1.7433,1.7044,1.7498,1.7
2023-07-15 04:00:00,1.7044,1.7224,1.7224,1.7004
2023-07-15 08:00:00,1.7224,1.7274,1.7498,1.7148
2023-07-15 12:00:00,1.7218,1.7357,1.7357,1.7172
2023-07-15 16:00:00,1.7357,1.75,1.75,1.7237
2023-07-15 20:00:00,1.7501,1.7428,1.7675,1.7428
2023-07-16 00:00:00,1.7428,1.7428,1.7459,1.7428
2023-07-16 04:00:00,1.7459,1.7342,1.7497,1.7211
2023-07-16 08:00:00,1.7342,1.7423,1.7495,1.7179
2023-07-16 12:00:00,1.7423,1.7571,1.7615,1.7421
2023-07-16 16:00:00,1.7509,1.7382,1.7509,1.728
2023-07-16 20:00:00,1.7367,1.7429,1.7473,1.7354
2023-07-17 00:00:00,1.7481,1.7374,1.7513,1.7374
2023-07-17 04:00:00,1.7464,1.7479,1.7624,1.7428
2023-07-17 08:00:00,1.7479,1.7131,1.7479,1.7067
2023-07-17 12:00:00,1.7131,1.7159,1.7336,1.6893
2023-07-17 16:00:00,1.7236,1.7219,1.7342,1.715
2023-07-17 20:00:00,1.7293,1.7368,1.7368,1.7078
2023-07-18 00:00:00,1.7358,1.7178,1.7405,1.7102
2023-07-18 04:00:00,1.7192,1.7281,1.7281,1.715
2023-07-18 08:00:00,1.7281,1.7225,1.7564,1.7084
2023-07-18 12:00:00,1.7224,1.7294,1.7294,1.7078
2023-07-18 16:00:00,1.7222,1.726,1.7294,1.7127
2023-07-18 20:00:00,1.7242,1.7259,1.7339,1.7242
2023-07-19 00:00:00,1.7258,1.7361,1.7361,1.7258
2023-07-19 04:00:00,1.7361,1.7145,1.7361,1.6885
2023-07-19 08:00:00,1.7206,1.7545,1.7585,1.7145
2023-07-19 12:00:00,1.7545,1.7376,1.7545,1.7323
2023-07-19 16:00:00,1.7375,1.724,1.7375,1.724
2023-07-19 20:00:00,1.7263,1.7196,1.7438,1.7102
2023-07-20 00:00:00,1.7232,1.7408,1.7464,1.7188
2023-07-20 04:00:00,1.7464,1.7718,1.7722,1.74
2023-07-20 08:00:00,1.7718,1.806,1.8178,1.7648
2023-07-20 12:00:00,1.812,1.7902,1.8154,1.787
2023-07-20 16:00:00,1.7889,1.7887,1.7928,1.7724
2023-07-20 20:00:00,1.7928,1.7725,1.7928,1.7715
2023-07-21 00:00:00,1.7722,1.7803,1.7878,1.7699
2023-07-21 04:00:00,1.7806,1.7825,1.7879,1.7798
2023-07-21 08:00:00,1.78,1.7687,1.7809,1.75
2023-07-21 12:00:00,1.7721,1.7805,1.7911,1.7601
2023-07-21 16:00:00,1.7801,1.7844,1.7845,1.7801
2023-07-21 20:00:00,1.7844,1.7884,1.7884,1.78
2023-07-22 00:00:00,1.788,1.7757,1.7882,1.7684
2023-07-22 04:00:00,1.7763,1.7699,1.7763,1.7684
2023-07-22 08:00:00,1.7699,1.7597,1.7699,1.75
2023-07-22 12:00:00,1.7597,1.7541,1.7597,1.75
2023-07-22 16:00:00,1.7541,1.7356,1.7576,1.7356
2023-07-22 20:00:00,1.7426,1.7451,1.7544,1.7426
2023-07-23 00:00:00,1.7421,1.748,1.7481,1.7421
2023-07-23 04:00:00,1.7481,1.7353,1.7481,1.7353
2023-07-23 08:00:00,1.7356,1.7294,1.7389,1.7207
2023-07-23 12:00:00,1.7359,1.7369,1.7394,1.7264
2023-07-23 16:00:00,1.7392,1.7452,1.7528,1.7227
2023-07-23 20:00:00,1.7462,1.7315,1.7509,1.7088
2023-07-24 00:00:00,1.7362,1.7352,1.7362,1.727
2023-07-24 04:00:00,1.7352,1.7422,1.7423,1.7283
2023-07-24 08:00:00,1.7422,1.7233,1.7462,1.7168
2023-07-24 12:00:00,1.7237,1.746,1.7533,1.7236
2023-07-24 16:00:00,1.7384,1.7003,1.7384,1.6855
2023-07-24 20:00:00,1.7004,1.7201,1.7201,1.6801
2023-07-25 00:00:00,1.7205,1.7225,1.7225,1.72
2023-07-25 04:00:00,1.7239,1.7251,1.726,1.7239
2023-07-25 08:00:00,1.7252,1.7201,1.726,1.72
2023-07-25 12:00:00,1.7228,1.7504,1.7504,1.703
2023-07-25 16:00:00,1.7504,1.7224,1.7581,1.7224
2023-07-25 20:00:00,1.7261,1.7116,1.7268,1.7009
2023-07-26 00:00:00,1.7157,1.7184,1.7184,1.703
2023-07-26 04:00:00,1.7183,1.7172,1.7232,1.7172
2023-07-26 08:00:00,1.7152,1.7187,1.7259,1.7151
2023-07-26 12:00:00,1.7188,1.7302,1.7356,1.7088
2023-07-26 16:00:00,1.7307,1.7371,1.7463,1.7307
2023-07-26 20:00:00,1.7402,1.7481,1.7481,1.7355
2023-07-27 00:00:00,1.7482,1.7509,1.755,1.7482
2023-07-27 04:00:00,1.755,1.766,1.7725,1.7538
2023-07-27 08:00:00,1.7731,1.7658,1.7893,1.7606
2023-07-27 12:00:00,1.7667,1.7684,1.7752,1.7626
2023-07-27 16:00:00,1.7694,1.7617,1.7734,1.7582
2023-07-27 20:00:00,1.7618,1.7619,1.7685,1.7618
2023-07-28 00:00:00,1.7619,1.7619,1.7706,1.7619
2023-07-28 04:00:00,1.768,1.7644,1.7725,1.7541
2023-07-28 08:00:00,1.7644,1.7627,1.779,1.7534
2023-07-28 12:00:00,1.7669,1.7893,1.7893,1.7669
2023-07-28 16:00:00,1.7889,1.7892,1.7893,1.7888
2023-07-28 20:00:00,1.7888,1.7932,1.7933,1.7857
2023-07-29 00:00:00,1.7935,1.774,1.7982,1.774
2023-07-29 04:00:00,1.7739,1.7661,1.7739,1.7619
2023-07-29 08:00:00,1.7635,1.7636,1.7647,1.7584
2023-07-29 12:00:00,1.7656,1.7593,1.7681,1.7497
2023-07-29 16:00:00,1.7601,1.7597,1.7637,1.7443
2023-07-29 20:00:00,1.7524,1.7554,1.7626,1.7524
2023-07-30 00:00:00,1.7553,1.7578,1.7627,1.7494
2023-07-30 04:00:00,1.758,1.7595,1.7596,1.7552
2023-07-30 08:00:00,1.7566,1.7583,1.7641,1.7497
2023-07-30 12:00:00,1.7624,1.8277,1.9375,1.7624
2023-07-30 16:00:00,1.8398,1.8545,1.8638,1.8194
2023-07-30 20:00:00,1.8633,1.8387,1.8633,1.8387
2023-07-31 00:00:00,1.8387,1.8312,1.8388,1.8312
2023-07-31 04:00:00,1.8307,1.8053,1.8308,1.8053
2023-07-31 08:00:00,1.8053,1.79,1.8053,1.79
2023-07-31 12:00:00,1.7901,1.789,1.851,1.789
2023-07-31 16:00:00,1.7891,1.7611,1.7891,1.7424
2023-07-31 20:00:00,1.7601,1.8121,1.8277,1.76
2023-08-01 00:00:00,1.8121,1.7853,1.8197,1.7809
2023-08-01 04:00:00,1.7854,1.7912,1.7932,1.7853
2023-08-01 08:00:00,1.7874,1.7966,1.7966,1.786
2023-08-01 12:00:00,1.7934,1.7865,1.7947,1.7853
2023-08-01 16:00:00,1.7921,1.794,1.794,1.7854
2023-08-01 20:00:00,1.7916,1.8161,1.8206,1.7913
2023-08-02 00:00:00,1.8181,1.8258,1.83,1.817
2023-08-02 04:00:00,1.8248,1.8255,1.8299,1.8207
2023-08-02 08:00:00,1.8194,1.8232,1.8235,1.8071
2023-08-02 12:00:00,1.8182,1.8153,1.8245,1.8153
2023-08-02 16:00:00,1.8152,1.7944,1.8154,1.7846
2023-08-02 20:00:00,1.7944,1.8001,1.8002,1.79
2023-08-03 00:00:00,1.7995,1.7903,1.8005,1.79
2023-08-03 04:00:00,1.7961,1.7926,1.8001,1.79
2023-08-03 08:00:00,1.7974,1.7931,1.8095,1.7901
2023-08-03 12:00:00,1.7906,1.7957,1.797,1.7845
2023-08-03 16:00:00,1.7967,1.7892,1.8055,1.7762
2023-08-03 20:00:00,1.7892,1.8021,1.8041,1.7848
2023-08-04 00:00:00,1.8023,1.8047,1.8047,1.8004
2023-08-04 04:00:00,1.8028,1.8007,1.8034,1.7978
2023-08-04 08:00:00,1.7985,1.7842,1.8046,1.7842
2023-08-04 12:00:00,1.7925,1.7874,1.797,1.7865
2023-08-04 16:00:00,1.7946,1.7862,1.8046,1.7862
2023-08-04 20:00:00,1.7863,1.787,1.7904,1.7742
2023-08-05 00:00:00,1.787,1.7859,1.7871,1.784
2023-08-05 04:00:00,1.7871,1.7713,1.7891,1.7712
2023-08-05 08:00:00,1.7713,1.76,1.7747,1.7583
2023-08-05 12:00:00,1.7601,1.754,1.7628,1.753
2023-08-05 16:00:00,1.754,1.7588,1.7634,1.7513
2023-08-05 20:00:00,1.7586,1.763,1.763,1.7509
2023-08-06 00:00:00,1.77,1.7571,1.7732,1.7571
2023-08-06 04:00:00,1.7626,1.7677,1.7677,1.7571
2023-08-06 08:00:00,1.7679,1.7547,1.7679,1.751
2023-08-06 12:00:00,1.7546,1.776,1.776,1.7546
2023-08-06 16:00:00,1.7745,1.7676,1.7745,1.75
2023-08-06 20:00:00,1.7705,1.7744,1.7744,1.7635
2023-08-07 00:00:00,1.7744,1.7721,1.7781,1.7706
2023-08-07 04:00:00,1.778,1.7508,1.7789,1.7508
2023-08-07 08:00:00,1.7504,1.7464,1.7778,1.71
2023-08-07 12:00:00,1.7464,1.7523,1.7616,1.7257
2023-08-07 16:00:00,1.754,1.7621,1.7621,1.7492
2023-08-07 20:00:00,1.7622,1.7585,1.7661,1.7584
2023-08-08 00:00:00,1.7541,1.7555,1.7624,1.7541
2023-08-08 04:00:00,1.7619,1.762,1.7677,1.7555
2023-08-08 08:00:00,1.7619,1.766,1.774,1.7576
2023-08-08 12:00:00,1.7626,1.7675,1.7692,1.7578
2023-08-08 16:00:00,1.7675,1.7735,1.7768,1.7675
2023-08-08 20:00:00,1.7683,1.7736,1.7736,1.7682
